,Manufacturer,Screen_Size,RAM,GPU,Operating_System,Operating_System_Version,Weight,Storage_Capacity,Storage_Type,CPU_brand,CPU_freq,CPU_cores,CPU_model,Screen_Resolution,Screen_Model,GPU_brand
682,Dell,15.6,16,Nvidia GeForce GTX 1060,Windows,10,3.21,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
683,HP,17.3,4,AMD Radeon R5 520,Windows,10,2.5,256,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,IPS Panel Full HD,AMD
684,Lenovo,13.3,8,Intel UHD Graphics 620,Windows,10,1.19,512,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
685,Dell,15.6,16,Nvidia GeForce GTX 1070,Windows,10,3.49,1280,SSD + HDD,Intel,2.9,4,Core i7 7820HK,1920x1080,Full HD,Nvidia
686,HP,15.6,4,AMD Radeon 520,Windows,10,1.86,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,AMD
687,Dell,15.6,4,AMD Radeon R5 M430,Windows,10,2.2,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
688,HP,17.3,6,AMD Radeon R7 M440,Windows,10,2.65,2048,HDD,AMD,2.4,4,A10 Series 9600P,1920x1080,IPS Panel Full HD,AMD
689,Lenovo,15.6,4,Intel HD Graphics 510,Windows,10,2.1,500,HDD,Intel,1.6,2,Celeron Dual Core 3855U,1366x768,Unknown,Intel
690,Acer,14.0,4,Intel HD Graphics 510,Chrome OS,Unkonwn,1.45,32,Flash Storage,Intel,1.6,2,Celeron Dual Core 3855U,1366x768,Unknown,Intel
691,Lenovo,14.0,4,Intel HD Graphics 620,Windows,10,1.7,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
692,HP,17.3,8,Nvidia Quadro M1200,Windows,10,3.14,500,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
693,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.42,256,SSD,Intel,2.7,2,Core i7 7500U,2560x1440,Touchscreen,Intel
694,Toshiba,13.3,8,Intel HD Graphics 620,Windows,10,1.5,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
695,Acer,11.6,4,Intel HD Graphics,Windows,10,1.4,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3050,1366x768,Unknown,Intel
696,Lenovo,14.0,16,Intel HD Graphics 620,Windows,10,1.38,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
697,Asus,12.5,4,Intel HD Graphics 515,Chrome OS,Unkonwn,1.2,64,Flash Storage,Intel,0.9,2,Core M M3 6Y30,1920x1080,Full HD / Touchscreen,Intel
698,Toshiba,13.3,16,Intel HD Graphics 520,Windows,10,1.36,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD / Touchscreen,Intel
699,HP,15.6,4,AMD Radeon 530,Windows,10,2.1,500,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,AMD
700,Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.56,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
701,Lenovo,15.6,4,AMD Radeon 530,Windows,10,2.2,256,SSD,AMD,2.9,2,A9 Series 9420,1920x1080,Full HD,AMD
702,Lenovo,15.6,8,AMD Radeon R7,Windows,10,2.2,1024,HDD,AMD,3.6,4,A12 Series 9720P,1366x768,Unknown,AMD
703,Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,2.1,2048,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
704,Lenovo,15.6,4,Intel HD Graphics 520,No OS,No OS,1.9,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
705,Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.18,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
706,Acer,13.3,8,Intel UHD Graphics 620,Windows,10,1.6,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
707,Lenovo,15.6,16,Nvidia Quadro M520M,Windows,7,2.18,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,Nvidia
708,Lenovo,14.0,8,Intel HD Graphics 520,Windows,10,1.8,256,SSD,Intel,2.3,4,Core i5 6300HQ,1920x1080,Full HD,Intel
709,HP,17.3,6,AMD Radeon 530,Windows,10,2.71,2048,HDD,AMD,2.5,4,A10 Series 9620P,1920x1080,IPS Panel Full HD,AMD
710,Lenovo,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
711,Dell,14.0,8,Nvidia GeForce 930MX,Linux,Unkonwn,1.64,256,SSD,Intel,2.8,4,Core i5 7440HQ,1920x1080,Full HD,Nvidia
712,Dell,15.6,8,Intel HD Graphics 620,Linux,Unkonwn,1.98,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
713,Asus,14.0,4,Intel HD Graphics 500,Windows,10,1.5,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1920x1080,Full HD,Intel
714,Dell,15.6,16,Intel HD Graphics 620,Windows,10,1.93,512,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,Intel
715,Lenovo,14.0,8,Nvidia GeForce 920MX,Windows,10,1.87,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Nvidia
716,Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,Intel
717,Lenovo,15.6,4,AMD Radeon R4,Windows,10,2.19,500,HDD,AMD,2.0,4,A6 Series 7310,1366x768,Unknown,AMD
718,Mediacom,14.0,4,Intel HD Graphics 400,Windows,10,1.4,32,HDD,Intel,1.92,4,Atom Z8350,1920x1200,IPS Panel Full HD,Intel
719,HP,17.3,8,Nvidia GeForce 930MX,Windows,10,2.63,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
720,Lenovo,14.0,8,Intel HD Graphics 520,Windows,10,1.17,512,SSD,Intel,2.5,2,Core i7 6500U,2560x1440,IPS Panel Quad HD+,Intel
721,HP,13.3,8,Intel HD Graphics 620,Windows,10,1.58,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,IPS Panel Touchscreen,Intel
722,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
723,Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.36,2048,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD,Nvidia
724,MSI,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
725,Lenovo,15.6,4,Intel HD Graphics 620,No OS,No OS,1.9,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
726,Dell,15.6,8,AMD Radeon 530,Windows,10,2.2,1152,SSD + HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
727,Dell,13.3,4,Intel HD Graphics 620,Windows,10,1.71,1024,HDD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD / Touchscreen,Intel
728,Dell,15.6,8,AMD Radeon R7 M445,Linux,Unkonwn,2.32,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,AMD
729,HP,15.6,4,AMD Radeon 520,Windows,10,2.1,1024,HDD,AMD,3.0,2,A9 Series 9420,1920x1080,Full HD,AMD
730,Acer,17.3,16,Nvidia GeForce GTX 1060,Windows,10,4.2,1152,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,IPS Panel Full HD,Nvidia
731,Dell,15.6,12,Intel HD Graphics 620,Windows,10,2.25,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
732,HP,15.6,6,AMD Radeon 520,Windows,10,2.1,1152,SSD + HDD,AMD,3.0,2,A9 Series A9 9420,1920x1080,Full HD,AMD
733,Acer,15.6,4,Intel HD Graphics 620,Windows,10,2.4,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
734,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.44,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
735,Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,1.85,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
736,HP,15.6,16,Nvidia Quadro M2200,Windows,10,2.6,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
737,Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.55,1024,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD / Touchscreen,Intel
738,MSI,15.6,16,Nvidia GeForce GTX 1060,Windows,10,1.8,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
739,Acer,15.6,4,Intel HD Graphics 520,Windows,10,2.4,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
740,Dell,15.6,8,Nvidia GeForce 940MX,Windows,10,2.0,1152,SSD + HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
741,Dell,15.6,8,Intel HD Graphics 520,Windows,10,2.0,256,SSD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
742,Toshiba,14.0,8,Intel HD Graphics 620,Windows,10,1.25,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
743,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.7,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
744,Lenovo,15.6,16,Nvidia Quadro M520M,Windows,10,2.5,1024,SSD,Intel,2.8,2,Core i7 7600U,3840x2160,IPS Panel 4K Ultra HD,Nvidia
745,Acer,14.0,2,Intel HD Graphics 400,Chrome OS,Unkonwn,1.68,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
746,Samsung,13.3,16,Intel HD Graphics 620,Windows,10,0.81,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
747,HP,15.6,8,Intel HD Graphics 520,Windows,10,1.86,256,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
748,Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.6,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
749,HP,17.3,16,Nvidia Quadro M2000M,Windows,7,3.0,256,SSD,Intel,2.9,4,Xeon E3 1535M v5,1920x1080,IPS Panel Full HD,Nvidia
750,Lenovo,11.6,4,Intel HD Graphics 400,Windows,10,1.4,128,SSD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Touchscreen,Intel
751,HP,15.6,8,Intel HD Graphics 520,Windows,10,1.84,256,SSD,Intel,2.4,2,Core i5 6300U,1920x1080,Full HD,Intel
752,Asus,15.6,4,Nvidia GeForce GTX 950M,No OS,No OS,2.45,1024,HDD,Intel,2.3,4,Core i5 6300HQ,1366x768,Unknown,Nvidia
753,Lenovo,14.0,4,Intel HD Graphics 520,Windows,10,1.7,1,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
754,Asus,15.6,4,Intel HD Graphics 620,Windows,10,2.37,256,SSD,Intel,2.7,2,Core i7 7500U,1366x768,Unknown,Intel
755,Lenovo,13.3,8,Intel HD Graphics 540,Windows,10,1.3,256,SSD,Intel,1.8,2,Core i5 6260U,3200x1800,IPS Panel Quad HD+ / Touchscreen,Intel
756,HP,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
757,HP,15.6,8,Nvidia Quadro M1000M,Windows,7,2.59,256,SSD,Intel,2.6,4,Core i7 6700HQ,1920x1080,Full HD,Nvidia
758,Dell,15.6,16,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,IPS Panel 4K Ultra HD,Nvidia
759,Acer,15.6,4,Intel HD Graphics 620,Windows,10,2.1,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
760,Lenovo,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.5,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
761,Dell,12.5,16,Intel HD Graphics 620,Windows,10,1.18,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
762,Google,12.3,8,Intel HD Graphics 615,Chrome OS,Unkonwn,1.1,256,SSD,Intel,1.2,2,Core i5 7Y57,2400x1600,Touchscreen,Intel
763,Asus,13.3,8,Intel HD Graphics 620,Windows,10,1.2,256,SSD,Intel,2.5,2,Core i5 7200U,3200x1800,IPS Panel Quad HD+,Intel
764,Dell,13.3,4,Intel HD Graphics 520,Windows,10,1.65,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
765,Acer,13.3,4,Intel HD Graphics 520,Windows,10,1.6,128,SSD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
766,Asus,17.3,4,Nvidia GeForce 920MX,Windows,10,2.8,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Nvidia
767,Dell,15.6,16,Nvidia GeForce GTX 960M,Windows,10,2.72,1152,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,3840x2160,IPS Panel Touchscreen / 4K Ultra HD,Nvidia
768,Samsung,13.3,8,Intel HD Graphics 620,Windows,10,1.31,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
769,Acer,15.6,4,Intel HD Graphics 505,Linux,Unkonwn,2.1,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
770,Dell,15.6,16,AMD Radeon R7 M445,Windows,10,2.3,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
771,Samsung,15.0,16,AMD Radeon 540,Windows,10,1.71,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,AMD
772,Toshiba,14.0,4,Intel HD Graphics 520,Windows,10,1.75,128,SSD,Intel,2.3,2,Core i5 6200U,1366x768,IPS Panel,Intel
773,Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.62,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
774,HP,12.5,4,Intel HD Graphics 520,Windows,10,1.26,256,SSD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
775,Asus,15.6,12,Nvidia GeForce 940MX,Windows,10,2.3,2048,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Nvidia
776,Lenovo,15.6,16,Nvidia Quadro M2000M,Windows,7,2.5,512,SSD,Intel,2.7,4,Core i7 6820HQ,3840x2160,4K Ultra HD,Nvidia
777,Acer,14.0,4,Intel HD Graphics 620,Windows,10,1.8,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Intel
778,Razer,14.0,16,Nvidia GeForce GTX 1060,Windows,10,1.95,512,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
779,Asus,15.6,8,Intel HD Graphics 505,Windows,10,2.0,128,SSD,Intel,1.1,4,Pentium Dual Core N4200,1920x1080,Unknown,Intel
780,Dell,17.3,32,Nvidia GeForce GTX 1070M,Windows,10,4.42,2048,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
781,Asus,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.3,1280,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,IPS Panel Full HD,Nvidia
782,Toshiba,14.0,16,Nvidia GeForce 930M,Windows,10,1.47,512,SSD,Intel,2.6,2,Core i7 6600U,1920x1080,IPS Panel Full HD,Nvidia
783,Lenovo,15.6,8,Intel HD Graphics 405,No OS,No OS,2.2,1024,HDD,Intel,1.6,4,Celeron Quad Core N3710,1366x768,Unknown,Intel
784,Lenovo,14.0,16,Intel HD Graphics 620,Windows,10,1.7,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
785,MSI,14.0,16,Nvidia GeForce GTX 1060,Windows,10,1.6,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
786,MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
787,Lenovo,15.6,4,Nvidia GeForce GTX 1050,Windows,10,2.4,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
788,Acer,17.3,16,Nvidia GeForce GTX 1060,Windows,10,4.2,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
789,Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.62,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
790,Asus,15.6,8,Nvidia GeForce GTX1060,Windows,10,2.24,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
791,Vero,14.0,4,Intel HD Graphics 500,Windows,10,1.22,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1920x1080,Unknown,Intel
792,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
793,Lenovo,15.6,8,AMD Radeon R7 M460,Windows,10,2.08,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,AMD
794,Apple,12.0,8,Intel HD Graphics 5300,Mac OS,X,0.92,512,Flash Storage,Intel,1.2,2,Core M,2304x1440,IPS Panel Retina Display,Intel
795,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.42,256,SSD,Intel,2.5,2,Core i5 7200U,2560x1440,IPS Panel Touchscreen,Intel
796,Asus,14.0,4,Intel HD Graphics 500,Windows,10,1.63,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
797,Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.95,128,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
798,Lenovo,13.9,8,Intel HD Graphics 620,Windows,10,1.38,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
799,Dell,15.6,8,AMD Radeon R5 M420X,Windows,10,2.0,256,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,AMD
800,HP,15.6,8,Nvidia Quadro M2200,Windows,10,3.14,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
801,Asus,15.6,8,Intel HD Graphics 620,Windows,10,2.37,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
802,Dell,13.3,8,Intel HD Graphics 620,Windows,10,1.29,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
803,Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.06,256,SSD,Intel,2.5,4,Core i5 7300HQ,3840x2160,4K Ultra HD / Touchscreen,Nvidia
804,Dell,11.6,4,Intel HD Graphics 505,Windows,10,1.63,128,SSD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
805,HP,12.5,8,Intel HD Graphics 620,Windows,10,1.26,256,SSD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
806,Toshiba,15.6,4,Intel HD Graphics 520,Windows,10,2.1,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
807,HP,15.6,8,AMD Radeon R7 Graphics,Windows,10,2.04,2048,HDD,AMD,2.5,4,A12 Series 9700P,1366x768,Unknown,AMD
808,Dell,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,512,SSD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD,Nvidia
809,Lenovo,15.6,4,Nvidia GeForce 920M,Windows,10,2.4,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
810,HP,17.3,12,AMD Radeon RX 580,Windows,10,3.74,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,AMD
811,MSI,17.3,16,Nvidia GeForce GTX 1070,Windows,10,2.9,1536,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
812,Samsung,13.3,8,Intel HD Graphics 620,Windows,10,0.81,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
813,Dell,15.6,8,Nvidia GeForce GT 940MX,Windows,10,1.98,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
814,Dell,15.6,8,AMD Radeon R5 M420,Windows,10,2.18,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
815,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
816,Razer,12.5,16,Intel HD Graphics 620,Windows,10,1.29,512,SSD,Intel,2.5,2,Core i7 7500U,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Intel
817,HP,11.6,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.23,16,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
818,Dell,17.3,16,Nvidia GeForce GTX 1060,Windows,10,4.36,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
819,Dell,14.0,4,Intel HD Graphics 520,Windows,10,1.76,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
820,Lenovo,15.6,4,Intel HD Graphics 520,Windows,10,2.1,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
821,Toshiba,14.0,4,Intel HD Graphics 620,Windows,10,1.25,128,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
822,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.13,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
823,MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.4,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
824,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.13,256,Flash Storage,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
825,Toshiba,14.0,4,Intel HD Graphics 510,Windows,10,1.75,128,SSD,Intel,2.1,2,Pentium Dual Core 4405U,1366x768,Unknown,Intel
826,Asus,13.3,8,Intel HD Graphics 620,Windows,10,1.1,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Touchscreen / Full HD,Intel
827,Dell,14.0,4,Intel HD Graphics 520,Windows,10,1.76,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
828,Acer,11.6,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.35,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,IPS Panel,Intel
829,Acer,14.0,8,Intel HD Graphics 620,Windows,10,1.5,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Intel
830,Razer,17.3,32,Nvidia GeForce GTX 1080,Windows,10,3.49,512,SSD,Intel,2.9,4,Core i7 7820HK,3840x2160,4K Ultra HD / Touchscreen,Nvidia
831,Lenovo,14.0,16,Intel HD Graphics 520,Windows,10,1.1,512,SSD,Intel,2.6,2,Core i7 6600U,2560x1440,IPS Panel Quad HD+,Intel
832,Asus,15.6,4,Nvidia GeForce 920,Linux,Unkonwn,2.1,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
833,Lenovo,14.0,8,Intel HD Graphics 520,Windows,10,1.7,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
834,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,IPS Panel Full HD,Intel
835,Dell,15.6,16,Nvidia GeForce GTX 1070,Windows,10,3.21,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
836,Asus,17.3,16,Nvidia GeForce GTX 1070,Windows,10,2.9,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
837,Toshiba,15.6,4,Intel HD Graphics 620,Windows,10,2.0,500,HDD,Intel,2.4,2,Core i3 7100U,1366x768,Unknown,Intel
838,Lenovo,14.0,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.5,16,Flash Storage,Intel,1.6,4,Celeron Quad Core N3160,1366x768,Unknown,Intel
839,Asus,15.6,8,Intel HD Graphics 620,Windows,10,2.3,128,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
840,Asus,17.3,16,Nvidia GeForce GTX 1060,Windows,10,2.73,1536,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,Full HD,Nvidia
841,Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.42,1536,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
842,HP,17.3,8,Nvidia GeForce 930MX,Windows,10,2.63,1024,HDD,Intel,2.5,2,Core i5 7200U,1600x900,Unknown,Nvidia
843,Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.18,128,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
844,HP,14.0,8,Intel HD Graphics 520,Windows,7,1.54,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,Intel
845,Dell,15.6,4,AMD Radeon R5 M420,Windows,10,2.18,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
846,HP,11.6,4,Intel HD Graphics 500,Chrome OS,Unkonwn,1.4,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Touchscreen,Intel
847,Asus,13.3,8,Nvidia GeForce 940M,Windows,10,1.45,512,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,IPS Panel Full HD,Nvidia
848,HP,13.3,8,Intel HD Graphics 620,Windows,10,1.28,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
849,HP,14.0,8,Intel HD Graphics 520,Windows,10,1.54,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,Intel
850,HP,15.6,4,Intel HD Graphics 400,No OS,No OS,1.86,128,SSD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
851,Asus,15.6,16,Nvidia GeForce GTX 1060,Windows,10,2.1,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
