Manufacturer,Screen_Size,RAM,GPU,Operating_System,Operating_System_Version,Weight,Storage_Capacity,Storage_Type,CPU_brand,CPU_freq,CPU_cores,CPU_model,Screen_Resolution,Screen_Model,GPU_brand
Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.56,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Lenovo,15.6,4,AMD Radeon 530,Windows,10,2.2,256,SSD,AMD,2.9,2,A9 Series 9420,1920x1080,Full HD,AMD
Lenovo,15.6,8,AMD Radeon R7,Windows,10,2.2,1024,HDD,AMD,3.6,4,A12 Series 9720P,1366x768,Unknown,AMD
Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,2.1,2048,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Lenovo,15.6,4,Intel HD Graphics 520,No OS,No OS,1.9,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.18,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Acer,13.3,8,Intel UHD Graphics 620,Windows,10,1.6,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Lenovo,15.6,16,Nvidia Quadro M520M,Windows,7,2.18,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,Nvidia
Lenovo,14.0,8,Intel HD Graphics 520,Windows,10,1.8,256,SSD,Intel,2.3,4,Core i5 6300HQ,1920x1080,Full HD,Intel
HP,17.3,6,AMD Radeon 530,Windows,10,2.71,2048,HDD,AMD,2.5,4,A10 Series 9620P,1920x1080,IPS Panel Full HD,AMD
Lenovo,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,14.0,8,Nvidia GeForce 930MX,Linux,Ubuntu,1.64,256,SSD,Intel,2.8,4,Core i5 7440HQ,1920x1080,Full HD,Nvidia
Dell,15.6,8,Intel HD Graphics 620,Linux,Ubuntu,1.98,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Asus,14.0,4,Intel HD Graphics 500,Windows,10,1.5,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1920x1080,Full HD,Intel
Dell,15.6,16,Intel HD Graphics 620,Windows,10,1.93,512,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,Intel
Lenovo,14.0,8,Nvidia GeForce 920MX,Windows,10,1.87,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Nvidia
Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,Intel
Lenovo,15.6,4,AMD Radeon R4,Windows,10,2.19,500,HDD,AMD,2.0,4,A6 Series 7310,1366x768,Unknown,AMD
Mediacom,14.0,4,Intel HD Graphics 400,Windows,10,1.4,32,HDD,Intel,1.92,4,Atom Z8350,1920x1200,IPS Panel Full HD,Intel
HP,17.3,8,Nvidia GeForce 930MX,Windows,10,2.63,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Lenovo,14.0,8,Intel HD Graphics 520,Windows,10,1.17,512,SSD,Intel,2.5,2,Core i7 6500U,2560x1440,IPS Panel Quad HD+,Intel
HP,13.3,8,Intel HD Graphics 620,Windows,10,1.58,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,IPS Panel Touchscreen,Intel
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.36,2048,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD,Nvidia
MSI,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Lenovo,15.6,4,Intel HD Graphics 620,No OS,No OS,1.9,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
Dell,15.6,8,AMD Radeon 530,Windows,10,2.2,1152,SSD + HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
Dell,13.3,4,Intel HD Graphics 620,Windows,10,1.71,1024,HDD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD / Touchscreen,Intel
Dell,15.6,8,AMD Radeon R7 M445,Linux,Ubuntu,2.32,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,AMD
HP,15.6,4,AMD Radeon 520,Windows,10,2.1,1024,HDD,AMD,3.0,2,A9 Series 9420,1920x1080,Full HD,AMD
Acer,17.3,16,Nvidia GeForce GTX 1060,Windows,10,4.2,1152,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,15.6,12,Intel HD Graphics 620,Windows,10,2.25,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
HP,15.6,6,AMD Radeon 520,Windows,10,2.1,1152,SSD + HDD,AMD,3.0,2,A9 Series A9 9420,1920x1080,Full HD,AMD
Acer,15.6,4,Intel HD Graphics 620,Windows,10,2.4,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.44,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,1.85,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
HP,15.6,16,Nvidia Quadro M2200,Windows,10,2.6,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.55,1024,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD / Touchscreen,Intel
MSI,15.6,16,Nvidia GeForce GTX 1060,Windows,10,1.8,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Acer,15.6,4,Intel HD Graphics 520,Windows,10,2.4,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Dell,15.6,8,Nvidia GeForce 940MX,Windows,10,2.0,1152,SSD + HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Dell,15.6,8,Intel HD Graphics 520,Windows,10,2.0,256,SSD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Toshiba,14.0,8,Intel HD Graphics 620,Windows,10,1.25,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.7,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
Lenovo,15.6,16,Nvidia Quadro M520M,Windows,10,2.5,1024,SSD,Intel,2.8,2,Core i7 7600U,3840x2160,IPS Panel 4K Ultra HD,Nvidia
Acer,14.0,2,Intel HD Graphics 400,Chrome OS,Chrome OS,1.68,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
Samsung,13.3,16,Intel HD Graphics 620,Windows,10,0.81,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
HP,15.6,8,Intel HD Graphics 520,Windows,10,1.86,256,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.6,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
HP,17.3,16,Nvidia Quadro M2000M,Windows,7,3.0,256,SSD,Intel,2.9,4,Xeon E3 1535M v5,1920x1080,IPS Panel Full HD,Nvidia
Lenovo,11.6,4,Intel HD Graphics 400,Windows,10,1.4,128,SSD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Touchscreen,Intel
HP,15.6,8,Intel HD Graphics 520,Windows,10,1.84,256,SSD,Intel,2.4,2,Core i5 6300U,1920x1080,Full HD,Intel
Asus,15.6,4,Nvidia GeForce GTX 950M,No OS,No OS,2.45,1024,HDD,Intel,2.3,4,Core i5 6300HQ,1366x768,Unknown,Nvidia
Lenovo,14.0,4,Intel HD Graphics 520,Windows,10,1.7,1,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Asus,15.6,4,Intel HD Graphics 620,Windows,10,2.37,256,SSD,Intel,2.7,2,Core i7 7500U,1366x768,Unknown,Intel
Lenovo,13.3,8,Intel HD Graphics 540,Windows,10,1.3,256,SSD,Intel,1.8,2,Core i5 6260U,3200x1800,IPS Panel Quad HD+ / Touchscreen,Intel
HP,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
HP,15.6,8,Nvidia Quadro M1000M,Windows,7,2.59,256,SSD,Intel,2.6,4,Core i7 6700HQ,1920x1080,Full HD,Nvidia
Dell,15.6,16,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,IPS Panel 4K Ultra HD,Nvidia
Acer,15.6,4,Intel HD Graphics 620,Windows,10,2.1,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
Lenovo,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.5,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,12.5,16,Intel HD Graphics 620,Windows,10,1.18,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
Google,12.3,8,Intel HD Graphics 615,Chrome OS,Chrome OS,1.1,256,SSD,Intel,1.2,2,Core i5 7Y57,2400x1600,Touchscreen,Intel
Asus,13.3,8,Intel HD Graphics 620,Windows,10,1.2,256,SSD,Intel,2.5,2,Core i5 7200U,3200x1800,IPS Panel Quad HD+,Intel
Dell,13.3,4,Intel HD Graphics 520,Windows,10,1.65,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Acer,13.3,4,Intel HD Graphics 520,Windows,10,1.6,128,SSD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
Asus,17.3,4,Nvidia GeForce 920MX,Windows,10,2.8,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Nvidia
Dell,15.6,16,Nvidia GeForce GTX 960M,Windows,10,2.72,1152,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,3840x2160,IPS Panel Touchscreen / 4K Ultra HD,Nvidia
Samsung,13.3,8,Intel HD Graphics 620,Windows,10,1.31,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
Acer,15.6,4,Intel HD Graphics 505,Linux,Ubuntu,2.1,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
Dell,15.6,16,AMD Radeon R7 M445,Windows,10,2.3,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
Samsung,15.0,16,AMD Radeon 540,Windows,10,1.71,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,AMD
Toshiba,14.0,4,Intel HD Graphics 520,Windows,10,1.75,128,SSD,Intel,2.3,2,Core i5 6200U,1366x768,IPS Panel,Intel
Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.62,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
HP,12.5,4,Intel HD Graphics 520,Windows,10,1.26,256,SSD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
Asus,15.6,12,Nvidia GeForce 940MX,Windows,10,2.3,2048,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Nvidia
Lenovo,15.6,16,Nvidia Quadro M2000M,Windows,7,2.5,512,SSD,Intel,2.7,4,Core i7 6820HQ,3840x2160,4K Ultra HD,Nvidia
Acer,14.0,4,Intel HD Graphics 620,Windows,10,1.8,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Intel
Razer,14.0,16,Nvidia GeForce GTX 1060,Windows,10,1.95,512,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Asus,15.6,8,Intel HD Graphics 505,Windows,10,2.0,128,SSD,Intel,1.1,4,Pentium Dual Core N4200,1920x1080,Unknown,Intel
Dell,17.3,32,Nvidia GeForce GTX 1070M,Windows,10,4.42,2048,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Asus,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.3,1280,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,IPS Panel Full HD,Nvidia
Toshiba,14.0,16,Nvidia GeForce 930M,Windows,10,1.47,512,SSD,Intel,2.6,2,Core i7 6600U,1920x1080,IPS Panel Full HD,Nvidia
Lenovo,15.6,8,Intel HD Graphics 405,No OS,No OS,2.2,1024,HDD,Intel,1.6,4,Celeron Quad Core N3710,1366x768,Unknown,Intel
Lenovo,14.0,16,Intel HD Graphics 620,Windows,10,1.7,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
MSI,14.0,16,Nvidia GeForce GTX 1060,Windows,10,1.6,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Lenovo,15.6,4,Nvidia GeForce GTX 1050,Windows,10,2.4,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Acer,17.3,16,Nvidia GeForce GTX 1060,Windows,10,4.2,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.62,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Asus,15.6,8,Nvidia GeForce GTX1060,Windows,10,2.24,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Vero,14.0,4,Intel HD Graphics 500,Windows,10,1.22,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1920x1080,Unknown,Intel
Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Lenovo,15.6,8,AMD Radeon R7 M460,Windows,10,2.08,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,AMD
Apple,12.0,8,Intel HD Graphics 5300,Mac OS,X,0.92,512,Flash Storage,Intel,1.2,2,Core M,2304x1440,IPS Panel Retina Display,Intel
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.42,256,SSD,Intel,2.5,2,Core i5 7200U,2560x1440,IPS Panel Touchscreen,Intel
Asus,14.0,4,Intel HD Graphics 500,Windows,10,1.63,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.95,128,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
Lenovo,13.9,8,Intel HD Graphics 620,Windows,10,1.38,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Dell,15.6,8,AMD Radeon R5 M420X,Windows,10,2.0,256,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,AMD
HP,15.6,8,Nvidia Quadro M2200,Windows,10,3.14,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Asus,15.6,8,Intel HD Graphics 620,Windows,10,2.37,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Dell,13.3,8,Intel HD Graphics 620,Windows,10,1.29,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.06,256,SSD,Intel,2.5,4,Core i5 7300HQ,3840x2160,4K Ultra HD / Touchscreen,Nvidia
Dell,11.6,4,Intel HD Graphics 505,Windows,10,1.63,128,SSD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
HP,12.5,8,Intel HD Graphics 620,Windows,10,1.26,256,SSD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
Toshiba,15.6,4,Intel HD Graphics 520,Windows,10,2.1,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
HP,15.6,8,AMD Radeon R7 Graphics,Windows,10,2.04,2048,HDD,AMD,2.5,4,A12 Series 9700P,1366x768,Unknown,AMD
Dell,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,512,SSD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD,Nvidia
Lenovo,15.6,4,Nvidia GeForce 920M,Windows,10,2.4,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
HP,17.3,12,AMD Radeon RX 580,Windows,10,3.74,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,AMD
MSI,17.3,16,Nvidia GeForce GTX 1070,Windows,10,2.9,1536,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Samsung,13.3,8,Intel HD Graphics 620,Windows,10,0.81,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Dell,15.6,8,Nvidia GeForce GT 940MX,Windows,10,1.98,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Dell,15.6,8,AMD Radeon R5 M420,Windows,10,2.18,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
Razer,12.5,16,Intel HD Graphics 620,Windows,10,1.29,512,SSD,Intel,2.5,2,Core i7 7500U,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Intel
HP,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS,1.23,16,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
Dell,17.3,16,Nvidia GeForce GTX 1060,Windows,10,4.36,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,14.0,4,Intel HD Graphics 520,Windows,10,1.76,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
Lenovo,15.6,4,Intel HD Graphics 520,Windows,10,2.1,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Toshiba,14.0,4,Intel HD Graphics 620,Windows,10,1.25,128,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.13,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.4,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.13,256,Flash Storage,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Toshiba,14.0,4,Intel HD Graphics 510,Windows,10,1.75,128,SSD,Intel,2.1,2,Pentium Dual Core 4405U,1366x768,Unknown,Intel
Asus,13.3,8,Intel HD Graphics 620,Windows,10,1.1,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Touchscreen / Full HD,Intel
Dell,14.0,4,Intel HD Graphics 520,Windows,10,1.76,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Acer,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS,1.35,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,IPS Panel,Intel
Acer,14.0,8,Intel HD Graphics 620,Windows,10,1.5,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Intel
Razer,17.3,32,Nvidia GeForce GTX 1080,Windows,10,3.49,512,SSD,Intel,2.9,4,Core i7 7820HK,3840x2160,4K Ultra HD / Touchscreen,Nvidia
Lenovo,14.0,16,Intel HD Graphics 520,Windows,10,1.1,512,SSD,Intel,2.6,2,Core i7 6600U,2560x1440,IPS Panel Quad HD+,Intel
Asus,15.6,4,Nvidia GeForce 920,Linux,Ubuntu,2.1,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
Lenovo,14.0,8,Intel HD Graphics 520,Windows,10,1.7,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,IPS Panel Full HD,Intel
Dell,15.6,16,Nvidia GeForce GTX 1070,Windows,10,3.21,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Asus,17.3,16,Nvidia GeForce GTX 1070,Windows,10,2.9,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Toshiba,15.6,4,Intel HD Graphics 620,Windows,10,2.0,500,HDD,Intel,2.4,2,Core i3 7100U,1366x768,Unknown,Intel
Lenovo,14.0,4,Intel HD Graphics 400,Chrome OS,Chrome OS,1.5,16,Flash Storage,Intel,1.6,4,Celeron Quad Core N3160,1366x768,Unknown,Intel
Asus,15.6,8,Intel HD Graphics 620,Windows,10,2.3,128,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Asus,17.3,16,Nvidia GeForce GTX 1060,Windows,10,2.73,1536,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,Full HD,Nvidia
Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.42,1536,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
HP,17.3,8,Nvidia GeForce 930MX,Windows,10,2.63,1024,HDD,Intel,2.5,2,Core i5 7200U,1600x900,Unknown,Nvidia
Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.18,128,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
HP,14.0,8,Intel HD Graphics 520,Windows,7,1.54,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,Intel
Dell,15.6,4,AMD Radeon R5 M420,Windows,10,2.18,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
HP,11.6,4,Intel HD Graphics 500,Chrome OS,Chrome OS,1.4,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Touchscreen,Intel
Asus,13.3,8,Nvidia GeForce 940M,Windows,10,1.45,512,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,IPS Panel Full HD,Nvidia
HP,13.3,8,Intel HD Graphics 620,Windows,10,1.28,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
HP,14.0,8,Intel HD Graphics 520,Windows,10,1.54,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,Intel
HP,15.6,4,Intel HD Graphics 400,No OS,No OS,1.86,128,SSD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
Asus,15.6,16,Nvidia GeForce GTX 1060,Windows,10,2.1,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Dell,17.3,8,AMD Radeon R7 M445,Linux,Ubuntu,2.83,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
Lenovo,14.0,8,Nvidia GeForce GT 940MX,Windows,10,1.96,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Asus,15.6,8,Nvidia GeForce GTX 930MX,Windows,10,2.3,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Nvidia
Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Asus,15.6,4,Intel HD Graphics 505,Windows,10,2.0,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
HP,13.3,8,Intel HD Graphics 620,Windows,10,1.28,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD / Touchscreen,Intel
Dell,13.3,8,Intel HD Graphics 520,Windows,10,1.62,1024,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD / Touchscreen,Intel
Lenovo,15.6,4,Intel HD Graphics 520,No OS,No OS,2.2,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,2.3,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
HP,15.6,8,AMD Radeon R7 M465,Windows,10,1.84,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,AMD
Toshiba,13.3,4,Intel HD Graphics 620,Windows,10,1.05,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Lenovo,15.6,8,Nvidia GeForce GTX 1050,No OS,No OS,2.5,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,13.3,16,Intel Iris Plus Graphics 640,Windows,10,1.29,512,SSD,Intel,2.5,2,Core i7 7660U,3200x1800,Quad HD+ / Touchscreen,Intel
HP,15.6,4,Intel HD Graphics 520,Windows,10,2.07,500,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Toshiba,13.3,8,Intel HD Graphics 520,Windows,10,1.2,256,SSD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Acer,14.0,8,Intel HD Graphics 620,Windows,10,1.56,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Dell,15.6,8,Nvidia Quadro M620,Windows,10,2.23,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,2.38,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
Lenovo,15.6,4,AMD Radeon R5 M430,No OS,No OS,2.2,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,AMD
Toshiba,15.6,8,Intel HD Graphics 620,Windows,10,2.0,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
Lenovo,13.3,4,Intel HD Graphics 620,Windows,10,1.44,1,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Intel
